RPID,IP,MAC,Class,Room,Asset,Serial,Building,FQDN,ARP Last
13806025,146.232.48.210,74:e6:e2:d9:82:00,HOST,k2087,454707, ,ADMINISTRASIE BLOK A,narga-b45.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.211,74:e6:e2:da:1e:b1,HOST,k2087,454708, ,ADMINISTRASIE BLOK A,narga-b46.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.212,74:e6:e2:db:0d:ca,HOST,k2087,454828, ,ADMINISTRASIE BLOK A,narga-b47.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.213,74:e6:e2:db:0c:69,HOST,k2087,454827, ,ADMINISTRASIE BLOK A,narga-b48.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.214,74:e6:e2:da:84:72,HOST,k2087,454826, ,ADMINISTRASIE BLOK A,narga-b49.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.215,74:e6:e2:da:51:81,HOST,k2087,454825, ,ADMINISTRASIE BLOK A,narga-b50.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.216,74:e6:e2:da:7f:3d,HOST,k2087,454824, ,ADMINISTRASIE BLOK A,narga-b51.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.217,74:e6:e2:da:51:e9,HOST,k2087,454823, ,ADMINISTRASIE BLOK A,narga-b52.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.218,74:e6:e2:da:51:c8,HOST,k2087,454822, ,ADMINISTRASIE BLOK A,narga-b53.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.219,74:e6:e2:db:0d:be,HOST,k2087,454821, ,ADMINISTRASIE BLOK A,narga-b54.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.220,74:e6:e2:da:c5:e5,HOST,k2087,454820, ,ADMINISTRASIE BLOK A,narga-b55.rga.stb.sun.ac.za,2019-02-19 12:15:01, 
13806025,146.232.48.221,74:e6:e2:db:0d:d3,HOST,k2087,454819, ,ADMINISTRASIE BLOK A,narga-b56.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.222,74:e6:e2:da:c7:9c,HOST,k2087,454818, ,ADMINISTRASIE BLOK A,narga-b57.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.223,74:e6:e2:da:7f:53,HOST,k2087,454817, ,ADMINISTRASIE BLOK A,narga-b58.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.224,74:e6:e2:d9:22:66,HOST,k2087,454816, ,ADMINISTRASIE BLOK A,narga-b59.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.225,74:e6:e2:da:c7:5e,HOST,k2087,454815, ,ADMINISTRASIE BLOK A,narga-b60.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.226,74:e6:e2:da:c5:53,HOST,k2087,454814,,ADMINISTRASIE BLOK A,narga-b61.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.227,74:e6:e2:da:84:76,HOST,k2087,454781, ,ADMINISTRASIE BLOK A,narga-b62.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.228,74:e6:e2:db:0d:8e,HOST,k2087,454812, ,ADMINISTRASIE BLOK A,narga-b63.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.229,74:e6:e2:da:c6:d8,HOST,k2087,454811, ,ADMINISTRASIE BLOK A,narga-b64.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.230,74:e6:e2:da:c6:20,HOST,k2087,454807,,ADMINISTRASIE BLOK A,narga-b68.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.231,74:e6:e2:da:c7:2b,HOST,k2087,454810,,ADMINISTRASIE BLOK A,narga-b65.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.232,74:e6:e2:da:c7:a2,HOST,k2087,454809,,ADMINISTRASIE BLOK A,narga-b66.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.234,74:e6:e2:da:c5:74,HOST,k2087,454806, ,ADMINISTRASIE BLOK A,narga-b69.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.235,74:e6:e2:db:0d:a2,HOST,k2087,454805, ,ADMINISTRASIE BLOK A,narga-b70.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.236,74:e6:e2:da:c5:85,HOST,k2087,454804, ,ADMINISTRASIE BLOK A,narga-b71.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.237,74:e6:e2:db:0d:78,HOST,k2087,454803, ,ADMINISTRASIE BLOK A,narga-b72.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.238,74:e6:e2:da:c0:29,HOST,k2087,454802, ,ADMINISTRASIE BLOK A,narga-b73.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.239,74:e6:e2:da:3f:fb,HOST,k2087,454801, ,ADMINISTRASIE BLOK A,narga-b74.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.240,74:e6:e2:da:c7:cf,HOST,k2087,454800, ,ADMINISTRASIE BLOK A,narga-b75.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.241,74:e6:e2:da:c6:d5,HOST,k2087,454799, ,ADMINISTRASIE BLOK A,narga-b76.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.242,74:e6:e2:da:0d:a0,HOST,k2087,454798, ,ADMINISTRASIE BLOK A,narga-b77.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
20622481,146.232.48.243,74:e6:e2:da:c7:45,HOST,k2087,454773,,ADMINISTRASIE BLOK A,narga-b89.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.244,74:e6:e2:da:c0:3f,HOST,k2087,454796, ,ADMINISTRASIE BLOK A,narga-b79.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.245,74:e6:e2:db:0d:75,HOST,k2087,454795, ,ADMINISTRASIE BLOK A,narga-b80.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.246,74:e6:e2:da:c7:21,HOST,k2087,454794, ,ADMINISTRASIE BLOK A,narga-b81.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.247,74:e6:e2:d9:b1:85,HOST,k2087,454793, ,ADMINISTRASIE BLOK A,narga-b82.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.248,74:e6:e2:da:c4:92,HOST,k2087,454792, ,ADMINISTRASIE BLOK A,narga-b83.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.249,74:e6:e2:da:c5:6f,HOST,k2087,454791, ,ADMINISTRASIE BLOK A,narga-b84.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.250,74:e6:e2:da:c5:e7,HOST,k2087,454790, ,ADMINISTRASIE BLOK A,narga-b85.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.251,74:e6:e2:da:a6:10,HOST,k2087,454789, ,ADMINISTRASIE BLOK A,narga-b86.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.252,74:e6:e2:da:c3:0c,HOST,k2087,454788,,ADMINISTRASIE BLOK A,narga-b87.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.253,74:e6:e2:da:c7:ab,HOST,k2087,454787, ,ADMINISTRASIE BLOK A,narga-b88.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.48.255,74:e6:e2:db:0d:3c,HOST,k2087,454785, ,ADMINISTRASIE BLOK A,narga-b90.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.1,f4:8e:38:d9:73:7c,HOST,k2093,466864, ,ADMINISTRASIE BLOK A,narga-a67.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.3,f4:8e:38:d9:73:22,HOST,k2093,466865, ,ADMINISTRASIE BLOK A,narga-a68.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.4,f4:8e:38:d9:74:17,HOST,k2093,466866, ,ADMINISTRASIE BLOK A,narga-a69.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15767485,146.232.49.8,00:0a:83:01:26:29,SERVER,k1044,0, ,ADMINISTRASIE BLOK A,nargasol1.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.11,14:b3:1f:09:ad:11,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d01.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.12,14:b3:1f:08:e8:07,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d02.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.13,14:b3:1f:09:a0:f0,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d03.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.14,14:b3:1f:09:ad:b8,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d04.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.15,14:b3:1f:07:74:03,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d05.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.16,14:b3:1f:07:73:e7,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d06.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.17,14:b3:1f:07:73:f5,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d07.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.18,14:b3:1f:07:71:df,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d08.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.19,14:b3:1f:08:e7:ed,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d09.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.20,14:b3:1f:07:73:46,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d10.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.21,14:b3:1f:09:9e:40,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d11.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.22,14:b3:1f:08:27:7c,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d12.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.23,14:b3:1f:06:98:f0,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d13.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.24,14:b3:1f:08:12:7b,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d14.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.25,14:b3:1f:07:75:75,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d15.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.26,14:b3:1f:08:06:a3,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d16.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.27,14:b3:1f:09:99:ab,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d17.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.28,14:b3:1f:07:73:45,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d18.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.29,14:b3:1f:09:bc:83,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d19.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.30,14:b3:1f:08:e8:aa,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d20.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.31,14:b3:1f:08:be:6e,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d21.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.32,14:b3:1f:08:e8:02,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d22.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.33,14:b3:1f:08:e8:1f,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d23.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.34,14:b3:1f:07:75:91,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d24.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.35,14:b3:1f:08:e8:98,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d25.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.36,14:b3:1f:09:ae:1b,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d26.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.37,14:b3:1f:08:b8:c5,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d27.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.38,14:b3:1f:07:70:8f,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d28.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.39,14:b3:1f:07:73:2f,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d29.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.40,14:b3:1f:08:e7:8f,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d30.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.41,14:b3:1f:09:b1:dd,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d31.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.42,14:b3:1f:07:72:4e,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d32.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.43,14:b3:1f:09:b3:a4,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d33.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.44,14:b3:1f:07:73:5c,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d34.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.45,14:b3:1f:08:13:68,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d35.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.46,14:b3:1f:08:07:ea,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d36.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.47,14:b3:1f:07:74:0a,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d37.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.48,14:b3:1f:07:72:d7,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d38.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.49,14:b3:1f:09:9a:46,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d39.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.50,14:b3:1f:07:52:82,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d40.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.51,14:b3:1f:07:73:2a,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d41.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.52,14:b3:1f:08:e8:29,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d42.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.53,14:b3:1f:07:72:70,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d43.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.54,14:b3:1f:09:9b:b4,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d44.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.55,14:b3:1f:07:73:bf,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d45.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.56,14:b3:1f:07:70:f3,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d46.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.57,14:b3:1f:09:b3:cf,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d47.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.58,14:b3:1f:09:b1:f5,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d48.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.59,14:b3:1f:09:ec:f2,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d49.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.60,14:b3:1f:07:71:2b,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d50.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.61,14:b3:1f:07:73:9f,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d51.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.62,14:b3:1f:08:e9:1a,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d52.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.63,14:b3:1f:08:07:80,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d53.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.64,14:b3:1f:07:73:a4,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d54.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.65,14:b3:1f:09:b2:f6,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d55.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.66,14:b3:1f:07:73:17,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d56.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.67,14:b3:1f:08:be:59,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d57.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.68,14:b3:1f:08:fd:c9,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d58.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.69,14:b3:1f:08:07:e5,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d59.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.70,14:b3:1f:07:72:18,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d60.rga.stb.sun.ac.za,2019-02-15 20:20:02, 
13806025,146.232.49.71,14:b3:1f:08:e7:29,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d61.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.72,14:b3:1f:07:72:bb,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d62.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.73,14:b3:1f:09:ca:98,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d63.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.74,f4:8e:38:d9:71:df,HOST,k2093,466867, ,ADMINISTRASIE BLOK A,narga-a70.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.75,f4:8e:38:d9:75:23,HOST,k2093,466868, ,ADMINISTRASIE BLOK A,narga-a71.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.76,f4:8e:38:d9:75:61,HOST,k2093,466869, ,ADMINISTRASIE BLOK A,narga-a72.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.77,f4:8e:38:d9:74:9f,HOST,k2093,466871, ,ADMINISTRASIE BLOK A,narga-a74.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.78,f4:8e:38:d9:73:02,HOST,k2093,466872, ,ADMINISTRASIE BLOK A,narga-a75.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.79,f4:8e:38:d9:73:89,HOST,k2093,466873, ,ADMINISTRASIE BLOK A,narga-a76.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.80,f4:8e:38:d9:75:69,HOST,k2093,466874, ,ADMINISTRASIE BLOK A,narga-a77.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.81,f4:8e:38:d9:c9:0f,HOST,k2093,466875, ,ADMINISTRASIE BLOK A,narga-a78.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.82,f4:8e:38:d9:73:0b,HOST,k2093,466876, ,ADMINISTRASIE BLOK A,narga-a79.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.83,f4:8e:38:d9:76:22,HOST,k2093,466877, ,ADMINISTRASIE BLOK A,narga-a80.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.85,f4:8e:38:d9:c9:9c,HOST,k2093,466878, ,ADMINISTRASIE BLOK A,narga-a81.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.86,f4:8e:38:d9:8b:35,HOST,k2093,466879, ,ADMINISTRASIE BLOK A,narga-a82.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.87,f4:8e:38:d9:8a:f5,HOST,k2093,466880, ,ADMINISTRASIE BLOK A,narga-a83.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.88,f4:8e:38:d9:74:f0,HOST,k2093,466881, ,ADMINISTRASIE BLOK A,narga-a84.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.49.90,f4:8e:38:d9:75:57,HOST,k2093,466882, ,ADMINISTRASIE BLOK A,narga-a85.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.91,f4:8e:38:d9:75:d9,HOST,k2093,466883, ,ADMINISTRASIE BLOK A,narga-a86.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.92,f4:8e:38:d9:c7:9c,HOST,k2093,466884, ,ADMINISTRASIE BLOK A,narga-a87.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.93,f4:8e:38:d9:74:3b,HOST,k2093,466885, ,ADMINISTRASIE BLOK A,narga-a88.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.94,f4:8e:38:d9:73:93,HOST,k2093,466886, ,ADMINISTRASIE BLOK A,narga-a89.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.49.95,74:e6:e2:e6:22:63,HOST,2093,466887,,ADMINISTRASIE BLOK A,narga-a90.rga.stb.sun.ac.za,2019-02-20 15:10:01, 
13806025,146.232.49.96,f4:8e:38:d9:75:6e,HOST,k2093,466888, ,ADMINISTRASIE BLOK A,narga-a91.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.97,f4:8e:38:d9:8b:27,HOST,k2093,466889, ,ADMINISTRASIE BLOK A,narga-a92.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.99,b8:85:84:9f:7c:af,HOST,3011,480515,,NATUURWETENSKAPPE,narga-h00.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
11311592,146.232.49.100,00:1a:6e:00:c5:d0,SERVER,k01,0, ,ADMINISTRASIE BLOK A,nargal2.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.49.101,f4:8e:38:d9:72:ff,HOST,2091,466892, ,ADMINISTRASIE BLOK A,nargaj.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.102,f4:8e:38:d9:c7:9e,HOST,k2093,466810, ,ADMINISTRASIE BLOK A,narga-a13.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.110,d8:9e:f3:85:09:e8,HOST,k3007,0,,NATUURWETENSKAPPE,narga-image-new.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.49.112,14:b3:1f:09:06:b3,HOST,1005,0,,GEOLOGIE / KAMER VAN MYNWESE,narga-d81.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.49.113,74:e6:e2:d8:f0:20,HOST,3026,454715, ,NATUURWETENSKAPPE,narga-f25.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.49.114,78:2b:cb:94:d4:91,HOST,2091,424302, ,ADMINISTRASIE BLOK A,narga-temp-01.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.118,74:e6:e2:da:c5:32,HOST,k2087,454808,,ADMINISTRASIE BLOK A,narga-b67.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.128,74:e6:e2:da:7f:6d,HOST,k3007,454706, ,NATUURWETENSKAPPE,narga-nimage02.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.49.132,d4:be:d9:89:d2:e4,HOST,k2092,427786, ,ADMINISTRASIE BLOK A,narga-test-02.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.49.133,78:2b:cb:94:db:81,HOST,2091,424337, ,ADMINISTRASIE BLOK A,narga-test-03.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.49.136,78:2b:cb:93:e1:d3,HOST,2091,4224335, ,ADMINISTRASIE BLOK A,narga-test-04.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.49.137,d0:67:e5:e6:b0:0d,HOST,2091,0, ,ADMINISTRASIE BLOK A,narga-test-05.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.140,14:b3:1f:09:82:b1,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e00.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.141,14:b3:1f:08:e7:eb,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e01.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
