RPID,IP,MAC,Class,Room,Asset,Serial,Building,FQDN,ARP Last
16516729,146.232.217.6,14:b3:1f:07:73:ae,HOST,k2048,0,,MIKE DE VRIES,narga-fisio-03.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.217.66,14:b3:1f:08:e7:3d,HOST,2002,0, ,HUISHOUDKUNDE(LOMBARDI),narga-hort-03.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.217.93,14:b3:1f:09:9f:7d,HOST,2002,0, ,HUISHOUDKUNDE(LOMBARDI),narga-hort-04.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.217.128,14:b3:1f:07:73:5f,HOST,2002,0, ,HUISHOUDKUNDE(LOMBARDI),narga-hort-05.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
20622481,146.232.218.32,d8:9e:f3:86:0d:f1,HOST,1003,480607,,MIKE DE VRIES,narga-vee-02.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.218.67,14:b3:1f:09:b0:b1,HOST,k2048,0, ,MIKE DE VRIES,narga-fisio-01.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.218.79,14:b3:1f:09:b3:10,HOST,k2048,0, ,MIKE DE VRIES,narga-fisio-02.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.218.136,14:b3:1f:09:b1:6c,HOST,k2048,0, ,MIKE DE VRIES,narga-fisio-04.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.218.142,14:b3:1f:08:e8:5a,HOST,k2048,0, ,MIKE DE VRIES,narga-fisio-05.rga.stb.sun.ac.za,2019-02-19 11:10:01, 
16516729,146.232.218.143,14:b3:1f:08:e9:00,HOST,k2048,0, ,MIKE DE VRIES,narga-fisio-06.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.218.144,14:b3:1f:06:89:e4,HOST,k2048,0, ,MIKE DE VRIES,narga-fisio-07.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.218.152,14:b3:1f:09:9b:aa,HOST,k2048,0, ,MIKE DE VRIES,narga-fisio-08.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.218.156,14:b3:1f:07:73:3e,HOST,k2048,0, ,MIKE DE VRIES,narga-fisio-09.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.218.168,14:b3:1f:07:74:2e,HOST,k2048,0, ,MIKE DE VRIES,narga-fisio-10.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.218.181,14:b3:1f:07:72:c6,HOST,k2048,0, ,MIKE DE VRIES,narga-fisio-11.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.91,d8:9e:f3:86:d7:dd,HOST,1003,480621,,MIKE DE VRIES,narga-vee-16.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.92,d8:9e:f3:86:0d:f3,HOST,1003,480622,,MIKE DE VRIES,narga-vee-17.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.110,d8:9e:f3:87:33:34,HOST,1003,480606,,MIKE DE VRIES,narga-vee-01.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.114,d8:9e:f3:86:15:d3,HOST,1003,480608,,MIKE DE VRIES,narga-vee-03.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.117,d8:9e:f3:86:11:21,HOST,1003,480609,,MIKE DE VRIES,narga-vee-04.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.135,d8:9e:f3:86:20:77,HOST,1003,480610,,MIKE DE VRIES,narga-vee-05.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.140,d8:9e:f3:86:1a:cc,HOST,1003,480623,,MIKE DE VRIES,narga-vee-18.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.145,d8:9e:f3:87:31:f6,HOST,1003,480624,,MIKE DE VRIES,narga-vee-19.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.152,d8:9e:f3:86:e1:51,HOST,1003,480611,,MIKE DE VRIES,narga-vee-06.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.159,d8:9e:f3:86:10:b4,HOST,1003,480625,,MIKE DE VRIES,narga-vee-20.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.163,d8:9e:f3:86:e1:5b,HOST,1003,480626,,MIKE DE VRIES,narga-vee-21.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.168,d8:9e:f3:86:0d:0b,HOST,1003,480612,,MIKE DE VRIES,narga-vee-07.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.169,d8:9e:f3:86:0b:25,HOST,1003,480627,,MIKE DE VRIES,narga-vee-22.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.170,d8:9e:f3:86:10:7e,HOST,1003,480628,,MIKE DE VRIES,narga-vee-23.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.196,74:e6:e2:da:c5:62,HOST,1054,454711, ,FISIKA / MERENSKY,narga-fis-05.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.201,d8:9e:f3:86:dd:d6,HOST,1003,480613,,MIKE DE VRIES,narga-vee-08.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.202,d8:9e:f3:86:20:bc,HOST,1003,480614,,MIKE DE VRIES,narga-vee-09.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.204,d8:9e:f3:86:16:43,HOST,1003,480615,,MIKE DE VRIES,narga-vee-10.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.205,d8:9e:f3:85:3c:96,HOST,1003,480616,,MIKE DE VRIES,narga-vee-11.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.206,d8:9e:f3:87:38:56,HOST,1003,480617,,MIKE DE VRIES,narga-vee-12.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.207,d8:9e:f3:87:35:21,HOST,1003,480618,,MIKE DE VRIES,narga-vee-13.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.208,d8:9e:f3:87:4c:db,HOST,1003,480619,,MIKE DE VRIES,narga-vee-14.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.209,d8:9e:f3:85:7d:ba,HOST,1003,480620,,MIKE DE VRIES,narga-vee-15.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.221,74:e6:e2:d9:fe:b2,HOST,1054,454714, ,FISIKA / MERENSKY,narga-fis-03.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.244,74:e6:e2:da:7d:24,HOST,1054,454769, ,FISIKA / MERENSKY,narga-fis-01.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.219.246,74:e6:e2:da:c7:8b,HOST,1054,454699, ,FISIKA / MERENSKY,narga-fis-04.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.48,74:e6:e2:db:0d:3c,HOST,k2087,454785,,ADMINISTRASIE BLOK A,narga-b90.rga.stb.sun.ac.za,2019-04-25 14:45:01
